scenario,epochs,method,seed,position,dateIndex,dateColumn
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,13,19,D20171105
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,14,21,D20171129
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,15,22,D20171211
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,16,24,D20180104
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,17,25,D20180116
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,18,27,D20180209
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,19,28,D20180221
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,20,30,D20180317
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,21,31,D20180329
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,22,33,D20180422
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,23,34,D20180504
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,24,36,D20180528
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,25,37,D20180609
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,26,39,D20180703
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,27,40,D20180715
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,28,41,D20180727
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,29,43,D20180820
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,30,44,D20180901
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,31,46,D20180925
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,32,47,D20181007
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,33,49,D20181031
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,34,50,D20181112
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,35,52,D20181206
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,36,53,D20181218
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,37,55,D20190111
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,38,56,D20190123
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,39,58,D20190216
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,40,59,D20190228
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,41,61,D20190324
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,42,62,D20190405
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,43,64,D20190429
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,44,65,D20190511
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,45,67,D20190604
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,46,68,D20190616
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,47,70,D20190710
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,48,71,D20190722
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,49,73,D20190815
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,50,74,D20190827
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,51,76,D20190920
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,52,77,D20191002
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,53,79,D20191026
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,54,80,D20191107
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,55,82,D20191201
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,56,83,D20191213
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,57,84,D20191225
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,58,86,D20200118
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,59,87,D20200130
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,60,89,D20200223
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,61,90,D20200306
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,62,92,D20200330
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,63,93,D20200411
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,64,95,D20200505
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,65,96,D20200517
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,66,98,D20200610
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,67,99,D20200622
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,68,101,D20200716
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,69,102,D20200728
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,70,104,D20200821
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,71,105,D20200902
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,72,107,D20200926
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,73,108,D20201008
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,74,110,D20201101
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,75,111,D20201113
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,76,113,D20201207
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,77,114,D20201219
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,78,116,D20210112
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,79,117,D20210124
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,80,119,D20210217
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,81,120,D20210301
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,82,122,D20210325
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,83,123,D20210406
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,84,124,D20210418
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,85,128,D20210605
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,86,131,D20210711
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,87,135,D20210828
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,88,138,D20211003
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,89,142,D20211120
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,90,145,D20211226
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,91,149,D20220212
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,92,152,D20220320
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,93,156,D20220507
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,94,159,D20220612
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,95,163,D20220730
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,96,166,D20220904
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,97,170,D20221022
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,98,173,D20221127
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,99,177,D20230114
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,100,180,D20230219
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,101,184,D20230408
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,102,187,D20230514
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,103,191,D20230701
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,104,194,D20230806
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,105,198,D20230923
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,106,201,D20231029
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,107,205,D20231216
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,108,208,D20240121
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,109,212,D20240309
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,110,215,D20240414
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,111,219,D20240601
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,112,222,D20240707
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,113,226,D20240824
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,114,229,D20240929
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,115,233,D20241116
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,116,236,D20241222
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,117,240,D20250208
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,118,243,D20250316
front_dense_back_sparse_120,120,front_dense_back_sparse,20272827,119,247,D20250503
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,0,0,D20170322
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,1,4,D20170509
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,2,7,D20170614
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,3,11,D20170801
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,4,14,D20170906
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,5,18,D20171024
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,6,21,D20171129
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,7,25,D20180116
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,8,28,D20180221
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,9,32,D20180410
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,10,35,D20180516
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,11,39,D20180703
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,12,42,D20180808
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,13,46,D20180925
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,14,49,D20181031
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,15,53,D20181218
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,16,56,D20190123
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,17,60,D20190312
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,18,63,D20190417
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,19,67,D20190604
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,20,70,D20190710
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,21,74,D20190827
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,22,77,D20191002
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,23,81,D20191119
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,24,84,D20191225
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,25,88,D20200211
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,26,91,D20200318
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,27,95,D20200505
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,28,98,D20200610
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,29,102,D20200728
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,30,105,D20200902
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,31,109,D20201020
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,32,112,D20201125
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,33,116,D20210112
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,34,119,D20210217
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,35,123,D20210406
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,36,124,D20210418
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,37,125,D20210430
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,38,127,D20210524
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,39,128,D20210605
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,40,130,D20210629
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,41,131,D20210711
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,42,133,D20210804
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,43,134,D20210816
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,44,136,D20210909
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,45,137,D20210921
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,46,139,D20211015
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,47,140,D20211027
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,48,142,D20211120
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,49,143,D20211202
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,50,145,D20211226
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,51,146,D20220107
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,52,148,D20220131
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,53,149,D20220212
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,54,151,D20220308
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,55,152,D20220320
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,56,154,D20220413
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,57,155,D20220425
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,58,157,D20220519
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,59,158,D20220531
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,60,160,D20220624
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,61,161,D20220706
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,62,163,D20220730
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,63,164,D20220811
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,64,165,D20220823
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,65,167,D20220916
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,66,168,D20220928
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,67,170,D20221022
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,68,171,D20221103
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,69,173,D20221127
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,70,174,D20221209
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,71,176,D20230102
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,72,177,D20230114
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,73,179,D20230207
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,74,180,D20230219
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,75,182,D20230315
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,76,183,D20230327
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,77,185,D20230420
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,78,186,D20230502
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,79,188,D20230526
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,80,189,D20230607
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,81,191,D20230701
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,82,192,D20230713
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,83,194,D20230806
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,84,195,D20230818
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,85,197,D20230911
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,86,198,D20230923
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,87,200,D20231017
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,88,201,D20231029
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,89,203,D20231122
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,90,204,D20231204
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,91,206,D20231228
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,92,207,D20240109
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,93,208,D20240121
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,94,210,D20240214
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,95,211,D20240226
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,96,213,D20240321
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,97,214,D20240402
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,98,216,D20240426
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,99,217,D20240508
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,100,219,D20240601
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,101,220,D20240613
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,102,222,D20240707
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,103,223,D20240719
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,104,225,D20240812
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,105,226,D20240824
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,106,228,D20240917
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,107,229,D20240929
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,108,231,D20241023
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,109,232,D20241104
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,110,234,D20241128
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,111,235,D20241210
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,112,237,D20250103
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,113,238,D20250115
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,114,240,D20250208
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,115,241,D20250220
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,116,243,D20250316
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,117,244,D20250328
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,118,246,D20250421
front_sparse_back_dense_120,120,front_sparse_back_dense,20272828,119,247,D20250503
uniform_80,80,uniform,20268824,0,0,D20170322
uniform_80,80,uniform,20268824,1,3,D20170427
uniform_80,80,uniform,20268824,2,6,D20170602
uniform_80,80,uniform,20268824,3,9,D20170708
uniform_80,80,uniform,20268824,4,13,D20170825
uniform_80,80,uniform,20268824,5,16,D20170930
uniform_80,80,uniform,20268824,6,19,D20171105
uniform_80,80,uniform,20268824,7,22,D20171211
uniform_80,80,uniform,20268824,8,25,D20180116
uniform_80,80,uniform,20268824,9,28,D20180221
uniform_80,80,uniform,20268824,10,31,D20180329
uniform_80,80,uniform,20268824,11,34,D20180504
uniform_80,80,uniform,20268824,12,38,D20180621
uniform_80,80,uniform,20268824,13,41,D20180727
uniform_80,80,uniform,20268824,14,44,D20180901
uniform_80,80,uniform,20268824,15,47,D20181007
uniform_80,80,uniform,20268824,16,50,D20181112
uniform_80,80,uniform,20268824,17,53,D20181218
uniform_80,80,uniform,20268824,18,56,D20190123
uniform_80,80,uniform,20268824,19,59,D20190228
uniform_80,80,uniform,20268824,20,63,D20190417
uniform_80,80,uniform,20268824,21,66,D20190523
uniform_80,80,uniform,20268824,22,69,D20190628
uniform_80,80,uniform,20268824,23,72,D20190803
uniform_80,80,uniform,20268824,24,75,D20190908
uniform_80,80,uniform,20268824,25,78,D20191014
uniform_80,80,uniform,20268824,26,81,D20191119
uniform_80,80,uniform,20268824,27,84,D20191225
uniform_80,80,uniform,20268824,28,88,D20200211
uniform_80,80,uniform,20268824,29,91,D20200318
uniform_80,80,uniform,20268824,30,94,D20200423
uniform_80,80,uniform,20268824,31,97,D20200529
uniform_80,80,uniform,20268824,32,100,D20200704
uniform_80,80,uniform,20268824,33,103,D20200809
uniform_80,80,uniform,20268824,34,106,D20200914
uniform_80,80,uniform,20268824,35,109,D20201020
uniform_80,80,uniform,20268824,36,113,D20201207
uniform_80,80,uniform,20268824,37,116,D20210112
uniform_80,80,uniform,20268824,38,119,D20210217
uniform_80,80,uniform,20268824,39,122,D20210325
uniform_80,80,uniform,20268824,40,125,D20210430
uniform_80,80,uniform,20268824,41,128,D20210605
uniform_80,80,uniform,20268824,42,131,D20210711
uniform_80,80,uniform,20268824,43,134,D20210816
uniform_80,80,uniform,20268824,44,138,D20211003
uniform_80,80,uniform,20268824,45,141,D20211108
uniform_80,80,uniform,20268824,46,144,D20211214
uniform_80,80,uniform,20268824,47,147,D20220119
uniform_80,80,uniform,20268824,48,150,D20220224
uniform_80,80,uniform,20268824,49,153,D20220401
uniform_80,80,uniform,20268824,50,156,D20220507
uniform_80,80,uniform,20268824,51,159,D20220612
uniform_80,80,uniform,20268824,52,163,D20220730
uniform_80,80,uniform,20268824,53,166,D20220904
uniform_80,80,uniform,20268824,54,169,D20221010
uniform_80,80,uniform,20268824,55,172,D20221115
uniform_80,80,uniform,20268824,56,175,D20221221
uniform_80,80,uniform,20268824,57,178,D20230126
uniform_80,80,uniform,20268824,58,181,D20230303
uniform_80,80,uniform,20268824,59,184,D20230408
uniform_80,80,uniform,20268824,60,188,D20230526
uniform_80,80,uniform,20268824,61,191,D20230701
uniform_80,80,uniform,20268824,62,194,D20230806
uniform_80,80,uniform,20268824,63,197,D20230911
uniform_80,80,uniform,20268824,64,200,D20231017
uniform_80,80,uniform,20268824,65,203,D20231122
uniform_80,80,uniform,20268824,66,206,D20231228
uniform_80,80,uniform,20268824,67,209,D20240202
uniform_80,80,uniform,20268824,68,213,D20240321
uniform_80,80,uniform,20268824,69,216,D20240426
uniform_80,80,uniform,20268824,70,219,D20240601
uniform_80,80,uniform,20268824,71,222,D20240707
uniform_80,80,uniform,20268824,72,225,D20240812
uniform_80,80,uniform,20268824,73,228,D20240917
uniform_80,80,uniform,20268824,74,231,D20241023
uniform_80,80,uniform,20268824,75,234,D20241128
uniform_80,80,uniform,20268824,76,238,D20250115
uniform_80,80,uniform,20268824,77,241,D20250220
uniform_80,80,uniform,20268824,78,244,D20250328
uniform_80,80,uniform,20268824,79,247,D20250503
random_missing_80,80,random_missing,20268825,0,0,D20170322
random_missing_80,80,random_missing,20268825,1,2,D20170415
random_missing_80,80,random_missing,20268825,2,6,D20170602
random_missing_80,80,random_missing,20268825,3,10,D20170720
random_missing_80,80,random_missing,20268825,4,14,D20170906
random_missing_80,80,random_missing,20268825,5,15,D20170918
random_missing_80,80,random_missing,20268825,6,16,D20170930
random_missing_80,80,random_missing,20268825,7,17,D20171012
random_missing_80,80,random_missing,20268825,8,18,D20171024
random_missing_80,80,random_missing,20268825,9,26,D20180128
random_missing_80,80,random_missing,20268825,10,29,D20180305
random_missing_80,80,random_missing,20268825,11,34,D20180504
random_missing_80,80,random_missing,20268825,12,35,D20180516
random_missing_80,80,random_missing,20268825,13,40,D20180715
random_missing_80,80,random_missing,20268825,14,42,D20180808
random_missing_80,80,random_missing,20268825,15,48,D20181019
random_missing_80,80,random_missing,20268825,16,49,D20181031
random_missing_80,80,random_missing,20268825,17,52,D20181206
random_missing_80,80,random_missing,20268825,18,53,D20181218
random_missing_80,80,random_missing,20268825,19,56,D20190123
random_missing_80,80,random_missing,20268825,20,57,D20190204
random_missing_80,80,random_missing,20268825,21,58,D20190216
random_missing_80,80,random_missing,20268825,22,60,D20190312
random_missing_80,80,random_missing,20268825,23,62,D20190405
random_missing_80,80,random_missing,20268825,24,64,D20190429
random_missing_80,80,random_missing,20268825,25,65,D20190511
random_missing_80,80,random_missing,20268825,26,66,D20190523
random_missing_80,80,random_missing,20268825,27,69,D20190628
random_missing_80,80,random_missing,20268825,28,75,D20190908
random_missing_80,80,random_missing,20268825,29,81,D20191119
random_missing_80,80,random_missing,20268825,30,96,D20200517
random_missing_80,80,random_missing,20268825,31,102,D20200728
random_missing_80,80,random_missing,20268825,32,103,D20200809
random_missing_80,80,random_missing,20268825,33,106,D20200914
random_missing_80,80,random_missing,20268825,34,107,D20200926
random_missing_80,80,random_missing,20268825,35,108,D20201008
random_missing_80,80,random_missing,20268825,36,112,D20201125
random_missing_80,80,random_missing,20268825,37,115,D20201231
random_missing_80,80,random_missing,20268825,38,118,D20210205
random_missing_80,80,random_missing,20268825,39,121,D20210313
random_missing_80,80,random_missing,20268825,40,122,D20210325
random_missing_80,80,random_missing,20268825,41,132,D20210723
random_missing_80,80,random_missing,20268825,42,142,D20211120
random_missing_80,80,random_missing,20268825,43,144,D20211214
random_missing_80,80,random_missing,20268825,44,146,D20220107
random_missing_80,80,random_missing,20268825,45,149,D20220212
random_missing_80,80,random_missing,20268825,46,152,D20220320
random_missing_80,80,random_missing,20268825,47,153,D20220401
random_missing_80,80,random_missing,20268825,48,160,D20220624
random_missing_80,80,random_missing,20268825,49,163,D20220730
random_missing_80,80,random_missing,20268825,50,165,D20220823
random_missing_80,80,random_missing,20268825,51,166,D20220904
random_missing_80,80,random_missing,20268825,52,171,D20221103
random_missing_80,80,random_missing,20268825,53,174,D20221209
random_missing_80,80,random_missing,20268825,54,175,D20221221
random_missing_80,80,random_missing,20268825,55,178,D20230126
random_missing_80,80,random_missing,20268825,56,179,D20230207
random_missing_80,80,random_missing,20268825,57,183,D20230327
random_missing_80,80,random_missing,20268825,58,184,D20230408
random_missing_80,80,random_missing,20268825,59,186,D20230502
random_missing_80,80,random_missing,20268825,60,190,D20230619
random_missing_80,80,random_missing,20268825,61,191,D20230701
random_missing_80,80,random_missing,20268825,62,192,D20230713
random_missing_80,80,random_missing,20268825,63,193,D20230725
random_missing_80,80,random_missing,20268825,64,195,D20230818
random_missing_80,80,random_missing,20268825,65,202,D20231110
random_missing_80,80,random_missing,20268825,66,203,D20231122
random_missing_80,80,random_missing,20268825,67,204,D20231204
random_missing_80,80,random_missing,20268825,68,206,D20231228
random_missing_80,80,random_missing,20268825,69,208,D20240121
random_missing_80,80,random_missing,20268825,70,212,D20240309
random_missing_80,80,random_missing,20268825,71,218,D20240520
random_missing_80,80,random_missing,20268825,72,225,D20240812
random_missing_80,80,random_missing,20268825,73,236,D20241222
random_missing_80,80,random_missing,20268825,74,237,D20250103
random_missing_80,80,random_missing,20268825,75,239,D20250127
random_missing_80,80,random_missing,20268825,76,241,D20250220
random_missing_80,80,random_missing,20268825,77,245,D20250409
random_missing_80,80,random_missing,20268825,78,246,D20250421
random_missing_80,80,random_missing,20268825,79,247,D20250503
continuous_gap_80,80,continuous_gap,20268826,0,0,D20170322
continuous_gap_80,80,continuous_gap,20268826,1,1,D20170403
continuous_gap_80,80,continuous_gap,20268826,2,2,D20170415
continuous_gap_80,80,continuous_gap,20268826,3,3,D20170427
continuous_gap_80,80,continuous_gap,20268826,4,172,D20221115
continuous_gap_80,80,continuous_gap,20268826,5,173,D20221127
continuous_gap_80,80,continuous_gap,20268826,6,174,D20221209
continuous_gap_80,80,continuous_gap,20268826,7,175,D20221221
continuous_gap_80,80,continuous_gap,20268826,8,176,D20230102
continuous_gap_80,80,continuous_gap,20268826,9,177,D20230114
continuous_gap_80,80,continuous_gap,20268826,10,178,D20230126
continuous_gap_80,80,continuous_gap,20268826,11,179,D20230207
continuous_gap_80,80,continuous_gap,20268826,12,180,D20230219
continuous_gap_80,80,continuous_gap,20268826,13,181,D20230303
continuous_gap_80,80,continuous_gap,20268826,14,182,D20230315
continuous_gap_80,80,continuous_gap,20268826,15,183,D20230327
continuous_gap_80,80,continuous_gap,20268826,16,184,D20230408
continuous_gap_80,80,continuous_gap,20268826,17,185,D20230420
continuous_gap_80,80,continuous_gap,20268826,18,186,D20230502
continuous_gap_80,80,continuous_gap,20268826,19,187,D20230514
continuous_gap_80,80,continuous_gap,20268826,20,188,D20230526
continuous_gap_80,80,continuous_gap,20268826,21,189,D20230607
continuous_gap_80,80,continuous_gap,20268826,22,190,D20230619
continuous_gap_80,80,continuous_gap,20268826,23,191,D20230701
continuous_gap_80,80,continuous_gap,20268826,24,192,D20230713
continuous_gap_80,80,continuous_gap,20268826,25,193,D20230725
continuous_gap_80,80,continuous_gap,20268826,26,194,D20230806
continuous_gap_80,80,continuous_gap,20268826,27,195,D20230818
continuous_gap_80,80,continuous_gap,20268826,28,196,D20230830
continuous_gap_80,80,continuous_gap,20268826,29,197,D20230911
